Net generation from other for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.OTH.H
19:02:28 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.OTH.H megawatthours
10/7/2021 18H,12861
10/7/2021 17H,12809
10/7/2021 16H,13100
10/7/2021 15H,12968
10/7/2021 14H,12908
10/7/2021 13H,11706
10/7/2021 12H,11469
10/7/2021 11H,11424
10/7/2021 10H,11178
10/7/2021 09H,10754
10/7/2021 08H,10836
10/7/2021 07H,10827
10/7/2021 06H,11430
10/7/2021 05H,11606
10/7/2021 04H,12120
10/7/2021 03H,12491
10/7/2021 02H,12993
10/7/2021 01H,13811
10/7/2021 00H,13303
10/6/2021 23H,13079
10/6/2021 22H,12997
10/6/2021 21H,13221
10/6/2021 20H,13235
10/6/2021 19H,13116
10/6/2021 18H,13078
10/6/2021 17H,13149
10/6/2021 16H,13086
10/6/2021 15H,13153
10/6/2021 14H,13065
10/6/2021 13H,12111
10/6/2021 12H,11564
10/6/2021 11H,11422
10/6/2021 10H,11091
10/6/2021 09H,10693
10/6/2021 08H,10668
10/6/2021 07H,10681
10/6/2021 06H,10834
10/6/2021 05H,11024
10/6/2021 04H,11641
10/6/2021 03H,12228
10/6/2021 02H,12652
10/6/2021 01H,13104
10/6/2021 00H,12641
10/5/2021 23H,12598
10/5/2021 22H,12485
10/5/2021 21H,12562
10/5/2021 20H,12432
10/5/2021 19H,13109
10/5/2021 18H,12247
10/5/2021 17H,12373
10/5/2021 16H,12460
10/5/2021 15H,12398
10/5/2021 14H,12465
10/5/2021 13H,11904
10/5/2021 12H,11595
10/5/2021 11H,11484
10/5/2021 10H,11179
10/5/2021 09H,10837
10/5/2021 08H,10615
10/5/2021 07H,10911
10/5/2021 06H,11142
10/5/2021 05H,11267
10/5/2021 04H,11721
10/5/2021 03H,12209
10/5/2021 02H,12673
10/5/2021 01H,13296
10/5/2021 00H,13479
10/4/2021 23H,13456
10/4/2021 22H,13458
10/4/2021 21H,13526
10/4/2021 20H,13307
10/4/2021 19H,13344
10/4/2021 18H,13279
10/4/2021 17H,13313
10/4/2021 16H,13384
10/4/2021 15H,13663
10/4/2021 14H,13477
10/4/2021 13H,12160
10/4/2021 12H,11605
10/4/2021 11H,11414
10/4/2021 10H,10870
10/4/2021 09H,10434
10/4/2021 08H,10322
10/4/2021 07H,10487
10/4/2021 06H,10696
10/4/2021 05H,11235
10/4/2021 04H,9233
10/4/2021 03H,10498
10/4/2021 02H,10752
10/4/2021 01H,11562
10/4/2021 00H,10877
10/3/2021 23H,10468
10/3/2021 22H,10374
10/3/2021 21H,10262
10/3/2021 20H,10150
10/3/2021 19H,10052
10/3/2021 18H,9973
10/3/2021 17H,10118
10/3/2021 16H,9899
10/3/2021 15H,9894
10/3/2021 14H,9687
10/3/2021 13H,8645
10/3/2021 12H,8194
10/3/2021 11H,7833
10/3/2021 10H,7571
10/3/2021 09H,7588
10/3/2021 08H,7673
10/3/2021 07H,7686
10/3/2021 06H,8005
10/3/2021 05H,8323
10/3/2021 04H,8956
10/3/2021 03H,9502
10/3/2021 02H,10447
10/3/2021 01H,10774
10/3/2021 00H,10127
10/2/2021 23H,9941
10/2/2021 22H,9811
10/2/2021 21H,9769
10/2/2021 20H,9830
10/2/2021 19H,9805
10/2/2021 18H,9764
10/2/2021 17H,9705
10/2/2021 16H,9744
10/2/2021 15H,9507
10/2/2021 14H,9310
10/2/2021 13H,8304
10/2/2021 12H,7648
10/2/2021 11H,7506
10/2/2021 10H,7304
10/2/2021 09H,7256
10/2/2021 08H,7281
10/2/2021 07H,7416
10/2/2021 06H,7515
10/2/2021 05H,8055
10/2/2021 04H,8954
10/2/2021 03H,9405
10/2/2021 02H,9795
10/2/2021 01H,10748
10/2/2021 00H,10094
10/1/2021 23H,10124
10/1/2021 22H,10257
10/1/2021 21H,10330
10/1/2021 20H,10216
10/1/2021 19H,10167
10/1/2021 18H,10202
10/1/2021 17H,10284
10/1/2021 16H,10070
10/1/2021 15H,9928
10/1/2021 14H,9817
10/1/2021 13H,8649
10/1/2021 12H,8570
10/1/2021 11H,8495
10/1/2021 10H,8237
10/1/2021 09H,8143
10/1/2021 08H,8098
10/1/2021 07H,8289
10/1/2021 06H,8449
10/1/2021 05H,8972
10/1/2021 04H,9459
10/1/2021 03H,9689
10/1/2021 02H,9784
10/1/2021 01H,11115
10/1/2021 00H,10432
09/30/2021 23H,10335
09/30/2021 22H,10326
09/30/2021 21H,10715
09/30/2021 20H,10626
09/30/2021 19H,10505
09/30/2021 18H,10446
09/30/2021 17H,10260
09/30/2021 16H,10126
09/30/2021 15H,10079
09/30/2021 14H,9751
09/30/2021 13H,8610
09/30/2021 12H,8230
09/30/2021 11H,8223
09/30/2021 10H,8071
09/30/2021 09H,8059
09/30/2021 08H,7984
09/30/2021 07H,8083
09/30/2021 06H,8136
09/30/2021 05H,8743
09/30/2021 04H,9010
09/30/2021 03H,9545
09/30/2021 02H,10314
09/30/2021 01H,11193
09/30/2021 00H,10450
09/29/2021 23H,10332
09/29/2021 22H,10494
09/29/2021 21H,10673
09/29/2021 20H,10513
09/29/2021 19H,10339
09/29/2021 18H,10260
09/29/2021 17H,10240
09/29/2021 16H,10211
09/29/2021 15H,10039
09/29/2021 14H,10019
09/29/2021 13H,8705
09/29/2021 12H,8350
09/29/2021 11H,8260
09/29/2021 10H,8193
09/29/2021 09H,7987
09/29/2021 08H,7988
09/29/2021 07H,8064
09/29/2021 06H,8154
09/29/2021 05H,8532
09/29/2021 04H,9014
09/29/2021 03H,9779
09/29/2021 02H,10031
09/29/2021 01H,10817
09/29/2021 00H,10394
09/28/2021 23H,10062
09/28/2021 22H,10019
09/28/2021 21H,9909
09/28/2021 20H,9845
09/28/2021 19H,9573
09/28/2021 18H,9200
09/28/2021 17H,9116
09/28/2021 16H,9035
09/28/2021 15H,9253
09/28/2021 14H,9169
09/28/2021 13H,8019
09/28/2021 12H,7594
09/28/2021 11H,7416
09/28/2021 10H,7272
09/28/2021 09H,7044
09/28/2021 08H,7101
09/28/2021 07H,7376
09/28/2021 06H,7486
09/28/2021 05H,7768
09/28/2021 04H,8570
09/28/2021 03H,8646
09/28/2021 02H,9458
09/28/2021 01H,10068
09/28/2021 00H,9645
09/27/2021 23H,9504
09/27/2021 22H,9553
09/27/2021 21H,9546
09/27/2021 20H,9637
09/27/2021 19H,9567
09/27/2021 18H,9629
09/27/2021 17H,9443
09/27/2021 16H,9516
09/27/2021 15H,9107
09/27/2021 14H,8936
09/27/2021 13H,7880
09/27/2021 12H,7374
09/27/2021 11H,7106
09/27/2021 10H,6942
09/27/2021 09H,6791
09/27/2021 08H,6766
09/27/2021 07H,7146
09/27/2021 06H,7272
09/27/2021 05H,7816
09/27/2021 04H,8185
09/27/2021 03H,8330
09/27/2021 02H,8628
09/27/2021 01H,8815
09/27/2021 00H,8168
09/26/2021 23H,8026
09/26/2021 22H,8017
09/26/2021 21H,8061
09/26/2021 20H,8029
09/26/2021 19H,7943
09/26/2021 18H,7882
09/26/2021 17H,7662
09/26/2021 16H,7656
09/26/2021 15H,7652
09/26/2021 14H,7524
09/26/2021 13H,7338
09/26/2021 12H,7079
09/26/2021 11H,7003
09/26/2021 10H,6848
09/26/2021 09H,6828
09/26/2021 08H,6922
09/26/2021 07H,7113
09/26/2021 06H,7176
09/26/2021 05H,7500
09/26/2021 04H,7636
09/26/2021 03H,8291
09/26/2021 02H,9099
09/26/2021 01H,9129
09/26/2021 00H,8704
09/25/2021 23H,8557
09/25/2021 22H,8577
09/25/2021 21H,8504
09/25/2021 20H,8458
09/25/2021 19H,8429
09/25/2021 18H,8435
09/25/2021 17H,8454
09/25/2021 16H,8616
09/25/2021 15H,8812
09/25/2021 14H,8640
09/25/2021 13H,8353
09/25/2021 12H,8122
09/25/2021 11H,7939
09/25/2021 10H,7771
09/25/2021 09H,7804
09/25/2021 08H,7892
09/25/2021 07H,8022
09/25/2021 06H,8052
09/25/2021 05H,8205
09/25/2021 04H,8666
09/25/2021 03H,8903
09/25/2021 02H,8626
09/25/2021 01H,9476
09/25/2021 00H,8960
09/24/2021 23H,9283
09/24/2021 22H,9205
09/24/2021 21H,9150
09/24/2021 20H,9041
09/24/2021 19H,8724
09/24/2021 18H,8568
09/24/2021 17H,8576
09/24/2021 16H,8547
09/24/2021 15H,8850
09/24/2021 14H,8748
09/24/2021 13H,8511
09/24/2021 12H,8203
09/24/2021 11H,7944
09/24/2021 10H,7610
09/24/2021 09H,7347
09/24/2021 08H,7515
09/24/2021 07H,7721
09/24/2021 06H,7976
09/24/2021 05H,8184
09/24/2021 04H,8517
09/24/2021 03H,8771
09/24/2021 02H,9150
09/24/2021 01H,9337
09/24/2021 00H,9364
09/23/2021 23H,9293
09/23/2021 22H,9281
09/23/2021 21H,9368
09/23/2021 20H,9312
09/23/2021 19H,9080
09/23/2021 18H,9047
09/23/2021 17H,8992
09/23/2021 16H,8827
09/23/2021 15H,8845
09/23/2021 14H,8829
09/23/2021 13H,8781
09/23/2021 12H,8388
09/23/2021 11H,8250
09/23/2021 10H,7796
09/23/2021 09H,7429
09/23/2021 08H,7323
09/23/2021 07H,7637
09/23/2021 06H,8029
09/23/2021 05H,8600
09/23/2021 04H,8804
09/23/2021 03H,9230
09/23/2021 02H,9594
09/23/2021 01H,10242
09/23/2021 00H,9568
09/22/2021 23H,9418
09/22/2021 22H,9655
09/22/2021 21H,9632
09/22/2021 20H,9633
09/22/2021 19H,9618
09/22/2021 18H,9651
09/22/2021 17H,9644
09/22/2021 16H,9591
09/22/2021 15H,9940
09/22/2021 14H,9564
09/22/2021 13H,8783
09/22/2021 12H,8573
09/22/2021 11H,8343
09/22/2021 10H,8166
09/22/2021 09H,7896
09/22/2021 08H,7886
09/22/2021 07H,7981
09/22/2021 06H,7958
09/22/2021 05H,8512
09/22/2021 04H,9048
09/22/2021 03H,9535
09/22/2021 02H,10177
09/22/2021 01H,10491
09/22/2021 00H,9551
09/21/2021 23H,9364
09/21/2021 22H,9264
09/21/2021 21H,9213
09/21/2021 20H,9185
09/21/2021 19H,9165
09/21/2021 18H,9134
09/21/2021 17H,9292
09/21/2021 16H,9227
09/21/2021 15H,9181
09/21/2021 14H,8923
09/21/2021 13H,8347
09/21/2021 12H,8158
09/21/2021 11H,7969
09/21/2021 10H,7766
09/21/2021 09H,7603
09/21/2021 08H,7586
09/21/2021 07H,7751
09/21/2021 06H,7879
09/21/2021 05H,8528
09/21/2021 04H,8957
09/21/2021 03H,9362
09/21/2021 02H,9977
09/21/2021 01H,10999
09/21/2021 00H,9942
09/20/2021 23H,9949
09/20/2021 22H,9943
09/20/2021 21H,9871
09/20/2021 20H,9834
09/20/2021 19H,9720
09/20/2021 18H,9641
09/20/2021 17H,9560
09/20/2021 16H,9560
09/20/2021 15H,9761
09/20/2021 14H,9533
09/20/2021 13H,8518
09/20/2021 12H,8121
09/20/2021 11H,7887
09/20/2021 10H,7713
09/20/2021 09H,7550
09/20/2021 08H,7531
09/20/2021 07H,7916
09/20/2021 06H,8284
09/20/2021 05H,8884
09/20/2021 04H,9220
09/20/2021 03H,9449
09/20/2021 02H,10371
09/20/2021 01H,11362
09/20/2021 00H,10286
09/19/2021 23H,10286
09/19/2021 22H,10287
09/19/2021 21H,10370
09/19/2021 20H,10414
09/19/2021 19H,10395
09/19/2021 18H,10321
09/19/2021 17H,10261
09/19/2021 16H,10072
09/19/2021 15H,9602
09/19/2021 14H,9224
09/19/2021 13H,8340
09/19/2021 12H,8013
09/19/2021 11H,7958
09/19/2021 10H,7892
09/19/2021 09H,7829
09/19/2021 08H,7823
09/19/2021 07H,7884
09/19/2021 06H,8257
09/19/2021 05H,8433
09/19/2021 04H,8627
09/19/2021 03H,9098
09/19/2021 02H,9803
09/19/2021 01H,11179
09/19/2021 00H,10317
09/18/2021 23H,10413
09/18/2021 22H,10563
09/18/2021 21H,10622
09/18/2021 20H,10530
09/18/2021 19H,10549
09/18/2021 18H,10327
09/18/2021 17H,10283
09/18/2021 16H,10216
09/18/2021 15H,10106
09/18/2021 14H,9801
09/18/2021 13H,8612
09/18/2021 12H,8283
09/18/2021 11H,7957
09/18/2021 10H,7729
09/18/2021 09H,7729
09/18/2021 08H,7789
09/18/2021 07H,7997
09/18/2021 06H,8276
09/18/2021 05H,8457
09/18/2021 04H,8926
09/18/2021 03H,9662
09/18/2021 02H,10351
09/18/2021 01H,10973
09/18/2021 00H,10417
09/17/2021 23H,10443
09/17/2021 22H,10442
09/17/2021 21H,10408
09/17/2021 20H,10220
09/17/2021 19H,10137
09/17/2021 18H,10208
09/17/2021 17H,10006
09/17/2021 16H,9828
09/17/2021 15H,10092
09/17/2021 14H,9935
09/17/2021 13H,9016
09/17/2021 12H,8550
09/17/2021 11H,8164
09/17/2021 10H,7831
09/17/2021 09H,7458
09/17/2021 08H,7564
09/17/2021 07H,7872
09/17/2021 06H,7981
09/17/2021 05H,8636
09/17/2021 04H,8999
09/17/2021 03H,9394
09/17/2021 02H,10302
09/17/2021 01H,11101
09/17/2021 00H,10353
09/16/2021 23H,10082
09/16/2021 22H,10022
09/16/2021 21H,10048
09/16/2021 20H,10080
09/16/2021 19H,10017
09/16/2021 18H,9935
09/16/2021 17H,9923
09/16/2021 16H,9742
09/16/2021 15H,9879
09/16/2021 14H,9769
09/16/2021 13H,8729
09/16/2021 12H,8181
09/16/2021 11H,8020
09/16/2021 10H,7755
09/16/2021 09H,7596
09/16/2021 08H,7635
09/16/2021 07H,7868
09/16/2021 06H,7956
09/16/2021 05H,8348
09/16/2021 04H,9004
09/16/2021 03H,9675
09/16/2021 02H,10312
09/16/2021 01H,11319
09/16/2021 00H,11023
09/15/2021 23H,10996
09/15/2021 22H,11052
09/15/2021 21H,11162
09/15/2021 20H,11092
09/15/2021 19H,11097
09/15/2021 18H,10951
09/15/2021 17H,10497
09/15/2021 16H,10437
09/15/2021 15H,10135
09/15/2021 14H,10094
09/15/2021 13H,9519
09/15/2021 12H,8878
09/15/2021 11H,8408
09/15/2021 10H,8125
09/15/2021 09H,7940
09/15/2021 08H,7901
09/15/2021 07H,8090
09/15/2021 06H,8645
09/15/2021 05H,8711
09/15/2021 04H,9189
09/15/2021 03H,9907
09/15/2021 02H,10852
09/15/2021 01H,11695
09/15/2021 00H,10845
09/14/2021 23H,10645
09/14/2021 22H,10655
09/14/2021 21H,10685
09/14/2021 20H,10644
09/14/2021 19H,10542
09/14/2021 18H,9792
09/14/2021 17H,10337
09/14/2021 16H,10138
09/14/2021 15H,10322
09/14/2021 14H,10159
09/14/2021 13H,9225
09/14/2021 12H,8601
09/14/2021 11H,8566
09/14/2021 10H,8256
09/14/2021 09H,7978
09/14/2021 08H,8115
09/14/2021 07H,8191
09/14/2021 06H,8489
09/14/2021 05H,8565
09/14/2021 04H,9292
09/14/2021 03H,9915
09/14/2021 02H,10770
09/14/2021 01H,11487
09/14/2021 00H,10929
09/13/2021 23H,10823
09/13/2021 22H,10866
09/13/2021 21H,10831
09/13/2021 20H,10822
09/13/2021 19H,10615
09/13/2021 18H,10417
09/13/2021 17H,10243
09/13/2021 16H,10071
09/13/2021 15H,10066
09/13/2021 14H,9950
09/13/2021 13H,8961
09/13/2021 12H,8598
09/13/2021 11H,8374
09/13/2021 10H,8011
09/13/2021 09H,7763
09/13/2021 08H,7822
09/13/2021 07H,7914
09/13/2021 06H,8076
09/13/2021 05H,8367
09/13/2021 04H,8933
09/13/2021 03H,9429
09/13/2021 02H,10574
09/13/2021 01H,11502
09/13/2021 00H,10844
09/12/2021 23H,10580
09/12/2021 22H,10588
09/12/2021 21H,10676
09/12/2021 20H,10621
09/12/2021 19H,10346
09/12/2021 18H,10038
09/12/2021 17H,10007
09/12/2021 16H,9809
09/12/2021 15H,8998
09/12/2021 14H,8742
09/12/2021 13H,8187
09/12/2021 12H,7994
09/12/2021 11H,7911
09/12/2021 10H,7733
09/12/2021 09H,7760
09/12/2021 08H,7827
09/12/2021 07H,7957
09/12/2021 06H,8109
09/12/2021 05H,8721
09/12/2021 04H,8898
09/12/2021 03H,9280
09/12/2021 02H,9676
09/12/2021 01H,10550
09/12/2021 00H,9449
09/11/2021 23H,9433
09/11/2021 22H,9704
09/11/2021 21H,9733
09/11/2021 20H,9667
09/11/2021 19H,9282
09/11/2021 18H,9166
09/11/2021 17H,9059
09/11/2021 16H,8817
09/11/2021 15H,8432
09/11/2021 14H,8291
09/11/2021 13H,8163
09/11/2021 12H,7830
09/11/2021 11H,7682
09/11/2021 10H,7565
09/11/2021 09H,7596
09/11/2021 08H,7717
09/11/2021 07H,7783
09/11/2021 06H,7962
09/11/2021 05H,8443
09/11/2021 04H,8459
09/11/2021 03H,8555
09/11/2021 02H,9337
09/11/2021 01H,9864
09/11/2021 00H,9416
09/10/2021 23H,9021
09/10/2021 22H,8952
09/10/2021 21H,8877
09/10/2021 20H,8868
09/10/2021 19H,8787
09/10/2021 18H,8717
09/10/2021 17H,8527
09/10/2021 16H,8508
09/10/2021 15H,8498
09/10/2021 14H,8398
09/10/2021 13H,8516
09/10/2021 12H,8126
09/10/2021 11H,7944
09/10/2021 10H,7490
09/10/2021 09H,7325
09/10/2021 08H,7452
09/10/2021 07H,7830
09/10/2021 06H,7966
09/10/2021 05H,8251
09/10/2021 04H,9002
09/10/2021 03H,9590
09/10/2021 02H,9714
09/10/2021 01H,9945
09/10/2021 00H,9469
09/9/2021 23H,9391
09/9/2021 22H,9523
09/9/2021 21H,9410
09/9/2021 20H,9202
09/9/2021 19H,8960
09/9/2021 18H,8776
09/9/2021 17H,8723
09/9/2021 16H,8800
09/9/2021 15H,8875
09/9/2021 14H,8733
09/9/2021 13H,8761
09/9/2021 12H,8485
09/9/2021 11H,8445
09/9/2021 10H,8130
09/9/2021 09H,7783
09/9/2021 08H,7821
09/9/2021 07H,7988
09/9/2021 06H,8151
09/9/2021 05H,8570
09/9/2021 04H,9101
09/9/2021 03H,9637
09/9/2021 02H,10318
09/9/2021 01H,10507
09/9/2021 00H,10179
09/8/2021 23H,9899
09/8/2021 22H,10018
09/8/2021 21H,10005
09/8/2021 20H,9923
09/8/2021 19H,9838
09/8/2021 18H,9820
09/8/2021 17H,9809
09/8/2021 16H,9639
09/8/2021 15H,9695
09/8/2021 14H,9290
09/8/2021 13H,9030
09/8/2021 12H,8465
09/8/2021 11H,8217
09/8/2021 10H,7932
09/8/2021 09H,7628
09/8/2021 08H,7739
09/8/2021 07H,7991
09/8/2021 06H,8116
09/8/2021 05H,8229
09/8/2021 04H,8371
09/8/2021 03H,9519
09/8/2021 02H,9998
09/8/2021 01H,11165
09/8/2021 00H,10682
09/7/2021 23H,10322
09/7/2021 22H,10434
09/7/2021 21H,10656
09/7/2021 20H,10577
09/7/2021 19H,10539
09/7/2021 18H,10352
09/7/2021 17H,10188
09/7/2021 16H,10084
09/7/2021 15H,10353
09/7/2021 14H,9738
09/7/2021 13H,9279
09/7/2021 12H,8652
09/7/2021 11H,8216
09/7/2021 10H,7904
09/7/2021 09H,7738
09/7/2021 08H,7762
09/7/2021 07H,7819
09/7/2021 06H,8157
09/7/2021 05H,8452
09/7/2021 04H,9493
09/7/2021 03H,9641
09/7/2021 02H,9946
09/7/2021 01H,10367
09/7/2021 00H,9782
09/6/2021 23H,9534
09/6/2021 22H,9639
09/6/2021 21H,9638
09/6/2021 20H,9559
09/6/2021 19H,9185
09/6/2021 18H,8994
09/6/2021 17H,8782
09/6/2021 16H,8731
09/6/2021 15H,8690
09/6/2021 14H,8698
09/6/2021 13H,8443
09/6/2021 12H,8157
09/6/2021 11H,7977
09/6/2021 10H,7826
09/6/2021 09H,7789
09/6/2021 08H,7835
09/6/2021 07H,7924
09/6/2021 06H,8225
09/6/2021 05H,8386
09/6/2021 04H,9045
09/6/2021 03H,9475
09/6/2021 02H,9900
09/6/2021 01H,9905
09/6/2021 00H,9385
09/5/2021 23H,9175
09/5/2021 22H,9201
09/5/2021 21H,9179
09/5/2021 20H,9009
09/5/2021 19H,8884
09/5/2021 18H,8875
09/5/2021 17H,8712
09/5/2021 16H,8542
09/5/2021 15H,8338
09/5/2021 14H,8352
09/5/2021 13H,8239
09/5/2021 12H,7985
09/5/2021 11H,7689
09/5/2021 10H,7527
09/5/2021 09H,7651
09/5/2021 08H,7771
09/5/2021 07H,7822
09/5/2021 06H,8314
09/5/2021 05H,8449
09/5/2021 04H,9036
09/5/2021 03H,9865
09/5/2021 02H,10344
09/5/2021 01H,10360
09/5/2021 00H,9337
09/4/2021 23H,9155
09/4/2021 22H,9276
09/4/2021 21H,9301
09/4/2021 20H,9229
09/4/2021 19H,9160
09/4/2021 18H,9034
09/4/2021 17H,8664
09/4/2021 16H,8651
09/4/2021 15H,8553
09/4/2021 14H,8369
09/4/2021 13H,8266
09/4/2021 12H,7960
09/4/2021 11H,7710
09/4/2021 10H,7647
09/4/2021 09H,7638
09/4/2021 08H,7817
09/4/2021 07H,8195
09/4/2021 06H,8389
09/4/2021 05H,9011
09/4/2021 04H,9247
09/4/2021 03H,9821
09/4/2021 02H,10111
09/4/2021 01H,10062
09/4/2021 00H,9102
09/3/2021 23H,9357
09/3/2021 22H,9051
09/3/2021 21H,8981
09/3/2021 20H,8929
09/3/2021 19H,8922
09/3/2021 18H,8944
09/3/2021 17H,8848
09/3/2021 16H,8690
09/3/2021 15H,8717
09/3/2021 14H,8598
09/3/2021 13H,8482
09/3/2021 12H,8267
09/3/2021 11H,8042
09/3/2021 10H,7670
09/3/2021 09H,7306
09/3/2021 08H,7297
09/3/2021 07H,7501
09/3/2021 06H,7915
09/3/2021 05H,8880
09/3/2021 04H,8810
09/3/2021 03H,9341
09/3/2021 02H,10082
09/3/2021 01H,9819
09/3/2021 00H,9307
09/2/2021 23H,9339
09/2/2021 22H,9085
09/2/2021 21H,9131
09/2/2021 20H,9154
09/2/2021 19H,9099
09/2/2021 18H,8941
09/2/2021 17H,8943
09/2/2021 16H,8873
09/2/2021 15H,9246
09/2/2021 14H,9051
09/2/2021 13H,8906
09/2/2021 12H,8273
09/2/2021 11H,8133
09/2/2021 10H,7937
09/2/2021 09H,7829
09/2/2021 08H,7828
09/2/2021 07H,8010
09/2/2021 06H,8023
09/2/2021 05H,8175
09/2/2021 04H,9405
09/2/2021 03H,9665
09/2/2021 02H,10360
09/2/2021 01H,9819
09/2/2021 00H,9786
09/1/2021 23H,9523
09/1/2021 22H,9560
09/1/2021 21H,9557
09/1/2021 20H,9563
09/1/2021 19H,9528
09/1/2021 18H,9370
09/1/2021 17H,9305
09/1/2021 16H,9240
09/1/2021 15H,9626
09/1/2021 14H,9504
09/1/2021 13H,9222
09/1/2021 12H,8709
09/1/2021 11H,8718
09/1/2021 10H,8415
09/1/2021 09H,8297
09/1/2021 08H,8181
09/1/2021 07H,8174
09/1/2021 06H,8413
09/1/2021 05H,8487
09/1/2021 04H,9193
09/1/2021 03H,9620
09/1/2021 02H,10009
09/1/2021 01H,11125
09/1/2021 00H,11657
08/31/2021 23H,11889
08/31/2021 22H,11530
08/31/2021 21H,11529
08/31/2021 20H,11537
08/31/2021 19H,11487
08/31/2021 18H,11483
08/31/2021 17H,11518
08/31/2021 16H,11263
08/31/2021 15H,11027
08/31/2021 14H,10899
08/31/2021 13H,10091
08/31/2021 12H,9303
08/31/2021 11H,9202
08/31/2021 10H,9006
08/31/2021 09H,8781
08/31/2021 08H,8664
08/31/2021 07H,8707
08/31/2021 06H,8924
08/31/2021 05H,9045
08/31/2021 04H,9539
08/31/2021 03H,10203
08/31/2021 02H,11215
08/31/2021 01H,12530
08/31/2021 00H,12713
08/30/2021 23H,12418
08/30/2021 22H,12029
08/30/2021 21H,11990
08/30/2021 20H,11889
08/30/2021 19H,11872
08/30/2021 18H,11561
08/30/2021 17H,11208
08/30/2021 16H,10684
08/30/2021 15H,10634
08/30/2021 14H,10209
08/30/2021 13H,9659
08/30/2021 12H,9049
08/30/2021 11H,8765
08/30/2021 10H,8579
08/30/2021 09H,8609
08/30/2021 08H,8569
08/30/2021 07H,8628
08/30/2021 06H,8583
08/30/2021 05H,8567
08/30/2021 04H,8924
08/30/2021 03H,10468
08/30/2021 02H,10971
08/30/2021 01H,11609
08/30/2021 00H,10947
08/29/2021 23H,10978
08/29/2021 22H,10817
08/29/2021 21H,10765
08/29/2021 20H,10607
08/29/2021 19H,10526
08/29/2021 18H,10434
08/29/2021 17H,10373
08/29/2021 16H,10289
08/29/2021 15H,9753
08/29/2021 14H,9453
08/29/2021 13H,8735
08/29/2021 12H,8294
08/29/2021 11H,8172
08/29/2021 10H,8017
08/29/2021 09H,8096
08/29/2021 08H,8120
08/29/2021 07H,8140
08/29/2021 06H,8610
08/29/2021 05H,8662
08/29/2021 04H,9194
08/29/2021 03H,9778
08/29/2021 02H,11069
08/29/2021 01H,11660
08/29/2021 00H,11259
08/28/2021 23H,10806
08/28/2021 22H,10601
08/28/2021 21H,10659
08/28/2021 20H,10673
08/28/2021 19H,10898
08/28/2021 18H,10810
08/28/2021 17H,10704
08/28/2021 16H,10734
08/28/2021 15H,10654
08/28/2021 14H,10096
08/28/2021 13H,9239
08/28/2021 12H,8865
08/28/2021 11H,8580
08/28/2021 10H,8384
08/28/2021 09H,8465
08/28/2021 08H,8639
08/28/2021 07H,8655
08/28/2021 06H,8632
08/28/2021 05H,9176
08/28/2021 04H,10049
08/28/2021 03H,10652
08/28/2021 02H,11087
08/28/2021 01H,11978
08/28/2021 00H,11410
08/27/2021 23H,10992
08/27/2021 22H,10927
08/27/2021 21H,10945
08/27/2021 20H,10919
08/27/2021 19H,10871
08/27/2021 18H,10897
08/27/2021 17H,10898
08/27/2021 16H,10783
08/27/2021 15H,10551
08/27/2021 14H,10521
08/27/2021 13H,9394
08/27/2021 12H,9015
08/27/2021 11H,8700
08/27/2021 10H,8440
08/27/2021 09H,8278
08/27/2021 08H,8237
08/27/2021 07H,8375
08/27/2021 06H,8541
08/27/2021 05H,8965
08/27/2021 04H,9832
08/27/2021 03H,10329
08/27/2021 02H,11235
08/27/2021 01H,11732
08/27/2021 00H,11830
08/26/2021 23H,11358
08/26/2021 22H,12000
08/26/2021 21H,11957
08/26/2021 20H,11514
08/26/2021 19H,11615
08/26/2021 18H,11541
08/26/2021 17H,11483
08/26/2021 16H,11427
08/26/2021 15H,11156
08/26/2021 14H,10961
08/26/2021 13H,9781
08/26/2021 12H,9401
08/26/2021 11H,9068
08/26/2021 10H,8718
08/26/2021 09H,8513
08/26/2021 08H,8512
08/26/2021 07H,8706
08/26/2021 06H,8927
08/26/2021 05H,8894
08/26/2021 04H,9430
08/26/2021 03H,10232
08/26/2021 02H,11863
08/26/2021 01H,12124
08/26/2021 00H,11661
08/25/2021 23H,12332
08/25/2021 22H,12916
08/25/2021 21H,13021
08/25/2021 20H,12562
08/25/2021 19H,12479
08/25/2021 18H,11841
08/25/2021 17H,11434
08/25/2021 16H,11199
08/25/2021 15H,10979
08/25/2021 14H,10872
08/25/2021 13H,9764
08/25/2021 12H,9760
08/25/2021 11H,9434
08/25/2021 10H,8984
08/25/2021 09H,8624
08/25/2021 08H,8672
08/25/2021 07H,8757
08/25/2021 06H,8977
08/25/2021 05H,9098
08/25/2021 04H,9874
08/25/2021 03H,10551
08/25/2021 02H,11427
08/25/2021 01H,11672
08/25/2021 00H,11515
08/24/2021 23H,11496
08/24/2021 22H,11851
08/24/2021 21H,12060
08/24/2021 20H,11886
08/24/2021 19H,11655
08/24/2021 18H,11657
08/24/2021 17H,11609
08/24/2021 16H,11254
08/24/2021 15H,11398
08/24/2021 14H,11002
08/24/2021 13H,9732
08/24/2021 12H,9356
08/24/2021 11H,8968
08/24/2021 10H,8673
