Net generation from hydro for United States Lower 48 (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390105&sdid=EBA.US48-ALL.NG.WAT.H
19:02:08 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.US48-ALL.NG.WAT.H megawatthours
01/12/2019 02H,46156
01/12/2019 01H,45568
01/12/2019 00H,42906
01/11/2019 23H,39117
01/11/2019 22H,35212
01/11/2019 21H,33200
01/11/2019 20H,33398
01/11/2019 19H,34294
01/11/2019 18H,37068
01/11/2019 17H,40532
01/11/2019 16H,44803
01/11/2019 15H,48122
01/11/2019 14H,46464
01/11/2019 13H,45545
01/11/2019 12H,43429
01/11/2019 11H,35077
01/11/2019 10H,29740
01/11/2019 09H,29611
01/11/2019 08H,30673
01/11/2019 07H,31890
01/11/2019 06H,35394
01/11/2019 05H,38454
01/11/2019 04H,42844
01/11/2019 03H,46818
01/11/2019 02H,48997
01/11/2019 01H,49899
01/11/2019 00H,46207
01/10/2019 23H,41071
01/10/2019 22H,36750
01/10/2019 21H,32639
01/10/2019 20H,32176
01/10/2019 19H,34086
01/10/2019 18H,35765
01/10/2019 17H,38188
01/10/2019 16H,42141
01/10/2019 15H,43216
01/10/2019 14H,42046
01/10/2019 13H,40521
01/10/2019 12H,37471
01/10/2019 11H,30574
01/10/2019 10H,28332
01/10/2019 09H,28476
01/10/2019 08H,29534
01/10/2019 07H,31038
01/10/2019 06H,34692
01/10/2019 05H,37434
01/10/2019 04H,41000
01/10/2019 03H,45865
01/10/2019 02H,48650
01/10/2019 01H,49817
01/10/2019 00H,47972
01/9/2019 23H,43748
01/9/2019 22H,39861
01/9/2019 21H,34875
01/9/2019 20H,33847
01/9/2019 19H,34818
01/9/2019 18H,36125
01/9/2019 17H,38342
01/9/2019 16H,40984
01/9/2019 15H,42088
01/9/2019 14H,40882
01/9/2019 13H,39158
01/9/2019 12H,33033
01/9/2019 11H,29101
01/9/2019 10H,26823
01/9/2019 09H,26024
01/9/2019 08H,26547
01/9/2019 07H,28671
01/9/2019 06H,33052
01/9/2019 05H,36885
01/9/2019 04H,41307
01/9/2019 03H,43924
01/9/2019 02H,46192
01/9/2019 01H,46977
01/9/2019 00H,43760
01/8/2019 23H,40577
01/8/2019 22H,36870
01/8/2019 21H,34467
01/8/2019 20H,34248
01/8/2019 19H,35287
01/8/2019 18H,36459
01/8/2019 17H,38676
01/8/2019 16H,41612
01/8/2019 15H,42830
01/8/2019 14H,39832
01/8/2019 13H,36715
01/8/2019 12H,31697
01/8/2019 11H,26848
01/8/2019 10H,24616
01/8/2019 09H,24868
01/8/2019 08H,27456
01/8/2019 07H,29531
01/8/2019 06H,33871
01/8/2019 05H,38409
01/8/2019 04H,42015
01/8/2019 03H,45346
01/8/2019 02H,47791
01/8/2019 01H,48365
01/8/2019 00H,45444
01/7/2019 23H,40869
01/7/2019 22H,38953
01/7/2019 21H,35963
01/7/2019 20H,34897
01/7/2019 19H,35764
01/7/2019 18H,36143
01/7/2019 17H,37946
01/7/2019 16H,39661
01/7/2019 15H,41299
01/7/2019 14H,38776
01/7/2019 13H,38001
01/7/2019 12H,33964
01/7/2019 11H,28690
01/7/2019 10H,25362
01/7/2019 09H,25556
01/7/2019 08H,26659
01/7/2019 07H,28059
01/7/2019 06H,30614
01/7/2019 05H,33959
01/7/2019 04H,37560
01/7/2019 03H,41439
01/7/2019 02H,43466
01/7/2019 01H,42201
01/7/2019 00H,39334
01/6/2019 23H,36011
01/6/2019 22H,32768
01/6/2019 21H,29681
01/6/2019 20H,29462
01/6/2019 19H,29965
01/6/2019 18H,30343
01/6/2019 17H,31414
01/6/2019 16H,33041
01/6/2019 15H,34434
01/6/2019 14H,34404
01/6/2019 13H,32392
01/6/2019 12H,29257
01/6/2019 11H,26426
01/6/2019 10H,26016
01/6/2019 09H,27811
01/6/2019 08H,29049
01/6/2019 07H,31707
01/6/2019 06H,33183
01/6/2019 05H,35443
01/6/2019 04H,38683
01/6/2019 03H,40965
01/6/2019 02H,41971
01/6/2019 01H,41770
01/6/2019 00H,39839
01/5/2019 23H,37284
01/5/2019 22H,34485
01/5/2019 21H,31912
01/5/2019 20H,32014
01/5/2019 19H,32773
01/5/2019 18H,33686
01/5/2019 17H,34999
01/5/2019 16H,36176
01/5/2019 15H,36715
01/5/2019 14H,35275
01/5/2019 13H,33111
01/5/2019 12H,30151
01/5/2019 11H,27414
01/5/2019 10H,27359
01/5/2019 09H,28643
01/5/2019 08H,30148
01/5/2019 07H,32023
01/5/2019 06H,33484
01/5/2019 05H,36032
01/5/2019 04H,39479
01/5/2019 03H,42026
01/5/2019 02H,43406
01/5/2019 01H,41788
01/5/2019 00H,40810
01/4/2019 23H,38073
01/4/2019 22H,35373
01/4/2019 21H,34245
01/4/2019 20H,34234
01/4/2019 19H,35031
01/4/2019 18H,35792
01/4/2019 17H,37872
01/4/2019 16H,39103
01/4/2019 15H,38575
01/4/2019 14H,37775
01/4/2019 13H,35811
01/4/2019 12H,31582
01/4/2019 11H,27149
01/4/2019 10H,24920
01/4/2019 09H,25130
01/4/2019 08H,27034
01/4/2019 07H,28976
01/4/2019 06H,32231
01/4/2019 05H,35898
01/4/2019 04H,39462
01/4/2019 03H,42836
01/4/2019 02H,45358
01/4/2019 01H,45344
01/4/2019 00H,44780
01/3/2019 23H,41711
01/3/2019 22H,36858
01/3/2019 21H,33506
01/3/2019 20H,33643
01/3/2019 19H,34499
01/3/2019 18H,36121
01/3/2019 17H,37771
01/3/2019 16H,41147
01/3/2019 15H,42374
01/3/2019 14H,41099
01/3/2019 13H,37505
01/3/2019 12H,32392
01/3/2019 11H,27287
01/3/2019 10H,25890
01/3/2019 09H,26019
01/3/2019 08H,26864
01/3/2019 07H,28775
01/3/2019 06H,33434
01/3/2019 05H,38095
01/3/2019 04H,42541
01/3/2019 03H,46386
01/3/2019 02H,48407
01/3/2019 01H,50825
01/3/2019 00H,46364
01/2/2019 23H,44188
01/2/2019 22H,39315
01/2/2019 21H,35677
01/2/2019 20H,35186
01/2/2019 19H,35641
01/2/2019 18H,37825
01/2/2019 17H,40135
01/2/2019 16H,42910
01/2/2019 15H,44665
01/2/2019 14H,40788
01/2/2019 13H,37102
01/2/2019 12H,31470
01/2/2019 11H,27127
01/2/2019 10H,25314
01/2/2019 09H,26406
01/2/2019 08H,26933
01/2/2019 07H,28751
01/2/2019 06H,32968
01/2/2019 05H,36533
01/2/2019 04H,39575
01/2/2019 03H,42315
01/2/2019 02H,45427
01/2/2019 01H,44787
01/2/2019 00H,42030
01/1/2019 23H,38722
01/1/2019 22H,34332
01/1/2019 21H,33178
01/1/2019 20H,32547
01/1/2019 19H,32517
01/1/2019 18H,33536
01/1/2019 17H,33743
01/1/2019 16H,33599
01/1/2019 15H,33054
01/1/2019 14H,30070
01/1/2019 13H,27376
01/1/2019 12H,25780
01/1/2019 11H,25387
01/1/2019 10H,25405
01/1/2019 09H,25988
01/1/2019 08H,27549
01/1/2019 07H,29858
01/1/2019 06H,32608
01/1/2019 05H,35976
01/1/2019 04H,39022
01/1/2019 03H,41751
01/1/2019 02H,43610
01/1/2019 01H,43770
01/1/2019 00H,41922
12/31/2018 23H,39930
12/31/2018 22H,40078
12/31/2018 21H,35807
12/31/2018 20H,35703
12/31/2018 19H,36502
12/31/2018 18H,37215
12/31/2018 17H,38193
12/31/2018 16H,39674
12/31/2018 15H,38254
12/31/2018 14H,34675
12/31/2018 13H,32388
12/31/2018 12H,27965
12/31/2018 11H,25354
12/31/2018 10H,24653
12/31/2018 09H,25246
12/31/2018 08H,26833
12/31/2018 07H,28881
12/31/2018 06H,31744
12/31/2018 05H,34373
12/31/2018 04H,36920
12/31/2018 03H,39069
12/31/2018 02H,41495
12/31/2018 01H,40809
12/31/2018 00H,38032
12/30/2018 23H,33953
12/30/2018 22H,30281
12/30/2018 21H,27515
12/30/2018 20H,27904
12/30/2018 19H,28918
12/30/2018 18H,31176
12/30/2018 17H,32322
12/30/2018 16H,33105
12/30/2018 15H,32092
12/30/2018 14H,29816
12/30/2018 13H,27824
12/30/2018 12H,24714
12/30/2018 11H,23602
12/30/2018 10H,23761
12/30/2018 09H,24391
12/30/2018 08H,24963
12/30/2018 07H,27072
12/30/2018 06H,30848
12/30/2018 05H,33462
12/30/2018 04H,35929
12/30/2018 03H,37441
12/30/2018 02H,39878
12/30/2018 01H,38842
12/30/2018 00H,37529
12/29/2018 23H,34174
12/29/2018 22H,29629
12/29/2018 21H,26924
12/29/2018 20H,27645
12/29/2018 19H,29246
12/29/2018 18H,30983
12/29/2018 17H,32086
12/29/2018 16H,33373
12/29/2018 15H,33725
12/29/2018 14H,29920
12/29/2018 13H,27902
12/29/2018 12H,24846
12/29/2018 11H,22524
12/29/2018 10H,22431
12/29/2018 09H,23273
12/29/2018 08H,24665
12/29/2018 07H,26520
12/29/2018 06H,30497
12/29/2018 05H,34229
12/29/2018 04H,37531
12/29/2018 03H,40603
12/29/2018 02H,42964
12/29/2018 01H,41815
12/29/2018 00H,40910
12/28/2018 23H,37851
12/28/2018 22H,36316
12/28/2018 21H,34075
12/28/2018 20H,34221
12/28/2018 19H,35551
12/28/2018 18H,36659
12/28/2018 17H,38537
12/28/2018 16H,39298
12/28/2018 15H,37789
12/28/2018 14H,34431
12/28/2018 13H,31693
12/28/2018 12H,28018
12/28/2018 11H,25280
12/28/2018 10H,24563
12/28/2018 09H,24859
12/28/2018 08H,26019
12/28/2018 07H,28032
12/28/2018 06H,32586
12/28/2018 05H,36261
12/28/2018 04H,38774
12/28/2018 03H,41306
12/28/2018 02H,43361
12/28/2018 01H,42839
12/28/2018 00H,40546
12/27/2018 23H,36889
12/27/2018 22H,34264
12/27/2018 21H,32332
12/27/2018 20H,32649
12/27/2018 19H,33401
12/27/2018 18H,34203
12/27/2018 17H,34822
12/27/2018 16H,38041
12/27/2018 15H,38222
12/27/2018 14H,36605
12/27/2018 13H,35180
12/27/2018 12H,31051
12/27/2018 11H,26613
12/27/2018 10H,25282
12/27/2018 09H,25709
12/27/2018 08H,26988
12/27/2018 07H,28539
12/27/2018 06H,32012
12/27/2018 05H,34469
12/27/2018 04H,38962
12/27/2018 03H,43071
12/27/2018 02H,45669
12/27/2018 01H,46025
12/27/2018 00H,42371
12/26/2018 23H,40367
12/26/2018 22H,36519
12/26/2018 21H,32134
12/26/2018 20H,31201
12/26/2018 19H,31246
12/26/2018 18H,33354
12/26/2018 17H,35110
12/26/2018 16H,38118
12/26/2018 15H,39430
12/26/2018 14H,39883
12/26/2018 13H,37861
12/26/2018 12H,32688
12/26/2018 11H,28021
12/26/2018 10H,24348
12/26/2018 09H,24266
12/26/2018 08H,24899
12/26/2018 07H,26177
12/26/2018 06H,28586
12/26/2018 05H,31534
12/26/2018 04H,33912
12/26/2018 03H,35419
12/26/2018 02H,36116
12/26/2018 01H,35490
12/26/2018 00H,32612
12/25/2018 23H,29743
12/25/2018 22H,27973
12/25/2018 21H,26863
12/25/2018 20H,28006
12/25/2018 19H,29531
12/25/2018 18H,31190
12/25/2018 17H,32999
12/25/2018 16H,33993
12/25/2018 15H,34337
12/25/2018 14H,33350
12/25/2018 13H,31167
12/25/2018 12H,26997
12/25/2018 11H,24999
12/25/2018 10H,25057
12/25/2018 09H,25565
12/25/2018 08H,26215
12/25/2018 07H,27743
12/25/2018 06H,31547
12/25/2018 05H,34117
12/25/2018 04H,37360
12/25/2018 03H,38869
12/25/2018 02H,40202
12/25/2018 01H,40120
12/25/2018 00H,37656
12/24/2018 23H,36282
12/24/2018 22H,34162
12/24/2018 21H,29834
12/24/2018 20H,30643
12/24/2018 19H,31532
12/24/2018 18H,33814
12/24/2018 17H,35507
12/24/2018 16H,37463
12/24/2018 15H,36937
12/24/2018 14H,33114
12/24/2018 13H,30197
12/24/2018 12H,26669
12/24/2018 11H,25104
12/24/2018 10H,24529
12/24/2018 09H,24846
12/24/2018 08H,26287
12/24/2018 07H,27934
12/24/2018 06H,30193
12/24/2018 05H,33225
12/24/2018 04H,35362
12/24/2018 03H,37275
12/24/2018 02H,38662
12/24/2018 01H,39060
12/24/2018 00H,38184
12/23/2018 23H,34467
12/23/2018 22H,31652
12/23/2018 21H,26773
12/23/2018 20H,28518
12/23/2018 19H,29474
12/23/2018 18H,30758
12/23/2018 17H,32281
12/23/2018 16H,33205
12/23/2018 15H,33136
12/23/2018 14H,32494
12/23/2018 13H,32158
12/23/2018 12H,28418
12/23/2018 11H,26786
12/23/2018 10H,26356
12/23/2018 09H,27046
12/23/2018 08H,27730
12/23/2018 07H,29989
12/23/2018 06H,33093
12/23/2018 05H,36039
12/23/2018 04H,39216
12/23/2018 03H,41765
12/23/2018 02H,42450
12/23/2018 01H,41641
12/23/2018 00H,38586
12/22/2018 23H,35290
12/22/2018 22H,32370
12/22/2018 21H,29370
12/22/2018 20H,30380
12/22/2018 19H,31359
12/22/2018 18H,32195
12/22/2018 17H,33517
12/22/2018 16H,36038
12/22/2018 15H,37075
12/22/2018 14H,34656
12/22/2018 13H,31383
12/22/2018 12H,27333
12/22/2018 11H,25677
12/22/2018 10H,25515
12/22/2018 09H,25584
12/22/2018 08H,27337
12/22/2018 07H,29185
12/22/2018 06H,32588
12/22/2018 05H,34890
12/22/2018 04H,38044
12/22/2018 03H,40671
12/22/2018 02H,41249
12/22/2018 01H,40633
12/22/2018 00H,38775
12/21/2018 23H,37501
12/21/2018 22H,35042
12/21/2018 21H,31795
12/21/2018 20H,32665
12/21/2018 19H,33127
12/21/2018 18H,34163
12/21/2018 17H,35233
12/21/2018 16H,37123
12/21/2018 15H,35585
12/21/2018 14H,32349
12/21/2018 13H,31156
12/21/2018 12H,26771
12/21/2018 11H,22860
12/21/2018 10H,20562
12/21/2018 09H,20752
12/21/2018 08H,21858
12/21/2018 07H,23182
12/21/2018 06H,27466
12/21/2018 05H,31507
12/21/2018 04H,34991
12/21/2018 03H,37973
12/21/2018 02H,40174
12/21/2018 01H,40121
12/21/2018 00H,38145
12/20/2018 23H,36125
12/20/2018 22H,34045
12/20/2018 21H,32114
12/20/2018 20H,32155
12/20/2018 19H,32740
12/20/2018 18H,33304
12/20/2018 17H,34669
12/20/2018 16H,36417
12/20/2018 15H,36240
12/20/2018 14H,33078
12/20/2018 13H,32679
12/20/2018 12H,29880
12/20/2018 11H,24130
12/20/2018 10H,22614
12/20/2018 09H,23282
12/20/2018 08H,24882
12/20/2018 07H,26429
12/20/2018 06H,31267
12/20/2018 05H,35518
12/20/2018 04H,37980
12/20/2018 03H,40892
12/20/2018 02H,42340
12/20/2018 01H,41744
12/20/2018 00H,39903
12/19/2018 23H,36354
12/19/2018 22H,32584
12/19/2018 21H,30199
12/19/2018 20H,30219
12/19/2018 19H,29806
12/19/2018 18H,31473
12/19/2018 17H,33426
12/19/2018 16H,36982
12/19/2018 15H,40463
12/19/2018 14H,40641
12/19/2018 13H,40875
12/19/2018 12H,34976
12/19/2018 11H,28082
12/19/2018 10H,24308
12/19/2018 09H,24448
12/19/2018 08H,25301
12/19/2018 07H,27044
12/19/2018 06H,30009
12/19/2018 05H,34353
12/19/2018 04H,37221
12/19/2018 03H,40028
12/19/2018 02H,42639
12/19/2018 01H,43674
12/19/2018 00H,41729
12/18/2018 23H,36845
12/18/2018 22H,31860
12/18/2018 21H,27901
12/18/2018 20H,27152
12/18/2018 19H,27915
12/18/2018 18H,28773
12/18/2018 17H,31516
12/18/2018 16H,34411
12/18/2018 15H,37786
12/18/2018 14H,38240
12/18/2018 13H,40122
12/18/2018 12H,34842
12/18/2018 11H,27297
12/18/2018 10H,24119
12/18/2018 09H,24123
12/18/2018 08H,23843
12/18/2018 07H,26140
12/18/2018 06H,30114
12/18/2018 05H,33845
12/18/2018 04H,37803
12/18/2018 03H,40734
12/18/2018 02H,44075
12/18/2018 01H,45498
12/18/2018 00H,42908
12/17/2018 23H,37668
12/17/2018 22H,34529
12/17/2018 21H,29820
12/17/2018 20H,28609
12/17/2018 19H,29866
12/17/2018 18H,31265
12/17/2018 17H,34673
12/17/2018 16H,38032
12/17/2018 15H,39516
12/17/2018 14H,38596
12/17/2018 13H,36411
12/17/2018 12H,29975
12/17/2018 11H,23987
12/17/2018 10H,22447
12/17/2018 09H,22705
12/17/2018 08H,24181
12/17/2018 07H,25693
12/17/2018 06H,28816
12/17/2018 05H,32470
12/17/2018 04H,35820
12/17/2018 03H,38155
12/17/2018 02H,39413
12/17/2018 01H,40247
12/17/2018 00H,40306
12/16/2018 23H,36409
12/16/2018 22H,33060
12/16/2018 21H,28585
12/16/2018 20H,28302
12/16/2018 19H,28746
12/16/2018 18H,28694
12/16/2018 17H,30128
12/16/2018 16H,31003
12/16/2018 15H,31207
12/16/2018 14H,28817
12/16/2018 13H,26441
12/16/2018 12H,24081
12/16/2018 11H,22488
12/16/2018 10H,21926
12/16/2018 09H,21737
12/16/2018 08H,22473
12/16/2018 07H,25137
12/16/2018 06H,30124
12/16/2018 05H,32367
12/16/2018 04H,34863
12/16/2018 03H,37948
12/16/2018 02H,39422
12/16/2018 01H,39497
12/16/2018 00H,38238
12/15/2018 23H,35191
12/15/2018 22H,32410
12/15/2018 21H,30456
12/15/2018 20H,29860
12/15/2018 19H,30890
12/15/2018 18H,31877
12/15/2018 17H,33501
12/15/2018 16H,33772
12/15/2018 15H,32490
12/15/2018 14H,28680
12/15/2018 13H,25870
12/15/2018 12H,22881
12/15/2018 11H,22083
12/15/2018 10H,22545
12/15/2018 09H,21842
12/15/2018 08H,23405
12/15/2018 07H,23487
12/15/2018 06H,26474
12/15/2018 05H,29392
12/15/2018 04H,32978
12/15/2018 03H,35885
12/15/2018 02H,38179
12/15/2018 01H,38253
12/15/2018 00H,38781
12/14/2018 23H,37200
12/14/2018 22H,34869
12/14/2018 21H,32240
12/14/2018 20H,32323
12/14/2018 19H,33019
12/14/2018 18H,33636
12/14/2018 17H,35624
12/14/2018 16H,37576
12/14/2018 15H,38917
12/14/2018 14H,36343
12/14/2018 13H,34091
12/14/2018 12H,28755
12/14/2018 11H,23775
12/14/2018 10H,21447
12/14/2018 09H,21554
12/14/2018 08H,22129
12/14/2018 07H,24804
12/14/2018 06H,29661
12/14/2018 05H,33837
12/14/2018 04H,37257
12/14/2018 03H,39907
12/14/2018 02H,42088
12/14/2018 01H,42459
12/14/2018 00H,40638
12/13/2018 23H,36924
12/13/2018 22H,32893
12/13/2018 21H,28931
12/13/2018 20H,28437
12/13/2018 19H,28169
12/13/2018 18H,29800
12/13/2018 17H,32078
12/13/2018 16H,35053
12/13/2018 15H,36267
12/13/2018 14H,34008
12/13/2018 13H,33993
12/13/2018 12H,30365
12/13/2018 11H,25862
12/13/2018 10H,22209
12/13/2018 09H,22295
12/13/2018 08H,23273
12/13/2018 07H,25445
12/13/2018 06H,29562
12/13/2018 05H,32535
12/13/2018 04H,35587
12/13/2018 03H,37899
12/13/2018 02H,39192
12/13/2018 01H,38593
12/13/2018 00H,37262
12/12/2018 23H,34471
12/12/2018 22H,30037
12/12/2018 21H,27287
12/12/2018 20H,27018
12/12/2018 19H,27707
12/12/2018 18H,30333
12/12/2018 17H,32130
12/12/2018 16H,34183
12/12/2018 15H,35635
12/12/2018 14H,35983
12/12/2018 13H,35984
12/12/2018 12H,32439
12/12/2018 11H,26538
12/12/2018 10H,22950
12/12/2018 09H,23323
12/12/2018 08H,23848
12/12/2018 07H,25632
12/12/2018 06H,28580
12/12/2018 05H,32172
12/12/2018 04H,35329
12/12/2018 03H,39873
12/12/2018 02H,41972
12/12/2018 01H,41880
12/12/2018 00H,40872
12/11/2018 23H,36893
12/11/2018 22H,31780
12/11/2018 21H,27685
12/11/2018 20H,27072
12/11/2018 19H,30644
12/11/2018 18H,30230
12/11/2018 17H,33090
12/11/2018 16H,36248
12/11/2018 15H,38085
12/11/2018 14H,40213
12/11/2018 13H,39122
12/11/2018 12H,35886
12/11/2018 11H,29310
12/11/2018 10H,25739
12/11/2018 09H,25237
12/11/2018 08H,25100
12/11/2018 07H,27968
12/11/2018 06H,31613
12/11/2018 05H,34081
12/11/2018 04H,36986
12/11/2018 03H,38963
12/11/2018 02H,40802
12/11/2018 01H,45243
12/11/2018 00H,43533
12/10/2018 23H,40019
12/10/2018 22H,35831
12/10/2018 21H,30408
12/10/2018 20H,29892
12/10/2018 19H,31775
12/10/2018 18H,33431
12/10/2018 17H,35713
12/10/2018 16H,39009
12/10/2018 15H,40243
12/10/2018 14H,38899
12/10/2018 13H,35927
12/10/2018 12H,30423
12/10/2018 11H,24806
12/10/2018 10H,21367
12/10/2018 09H,21744
12/10/2018 08H,23426
12/10/2018 07H,25569
12/10/2018 06H,29079
12/10/2018 05H,33127
12/10/2018 04H,36711
12/10/2018 03H,38269
12/10/2018 02H,39677
12/10/2018 01H,40095
12/10/2018 00H,40590
12/9/2018 23H,37881
12/9/2018 22H,34896
12/9/2018 21H,30741
12/9/2018 20H,31116
12/9/2018 19H,31616
12/9/2018 18H,32242
12/9/2018 17H,32392
12/9/2018 16H,33014
12/9/2018 15H,32861
12/9/2018 14H,28617
12/9/2018 13H,26188
12/9/2018 12H,24468
12/9/2018 11H,23440
12/9/2018 10H,23297
12/9/2018 09H,23372
12/9/2018 08H,24390
12/9/2018 07H,26553
12/9/2018 06H,28519
12/9/2018 05H,30959
12/9/2018 04H,33357
12/9/2018 03H,36069
12/9/2018 02H,37670
12/9/2018 01H,37388
12/9/2018 00H,35957
12/8/2018 23H,33574
12/8/2018 22H,32185
12/8/2018 21H,29086
12/8/2018 20H,29820
12/8/2018 19H,31941
12/8/2018 18H,33398
12/8/2018 17H,34339
12/8/2018 16H,34379
12/8/2018 15H,34236
12/8/2018 14H,32932
12/8/2018 13H,29648
12/8/2018 12H,26457
12/8/2018 11H,23690
12/8/2018 10H,23344
12/8/2018 09H,23968
12/8/2018 08H,25925
12/8/2018 07H,28038
12/8/2018 06H,30929
12/8/2018 05H,33874
12/8/2018 04H,37228
12/8/2018 03H,40105
12/8/2018 02H,41304
12/8/2018 01H,42795
12/8/2018 00H,41534
12/7/2018 23H,37049
12/7/2018 22H,32840
12/7/2018 21H,30356
12/7/2018 20H,30832
12/7/2018 19H,32644
12/7/2018 18H,33871
12/7/2018 17H,36288
12/7/2018 16H,40361
12/7/2018 15H,41373
12/7/2018 14H,41638
12/7/2018 13H,40185
12/7/2018 12H,34974
12/7/2018 11H,28587
12/7/2018 10H,25567
12/7/2018 09H,25319
12/7/2018 08H,25995
12/7/2018 07H,28462
12/7/2018 06H,31372
12/7/2018 05H,35349
12/7/2018 04H,38194
12/7/2018 03H,40519
12/7/2018 02H,43169
12/7/2018 01H,42886
12/7/2018 00H,41144
12/6/2018 23H,37728
12/6/2018 22H,34200
12/6/2018 21H,30674
12/6/2018 20H,29288
12/6/2018 19H,29844
12/6/2018 18H,31364
12/6/2018 17H,34415
12/6/2018 16H,38831
12/6/2018 15H,40229
12/6/2018 14H,41431
12/6/2018 13H,39472
12/6/2018 12H,36121
12/6/2018 11H,31563
12/6/2018 10H,27281
12/6/2018 09H,27136
12/6/2018 08H,28246
12/6/2018 07H,30950
12/6/2018 06H,33962
12/6/2018 05H,36985
12/6/2018 04H,40268
12/6/2018 03H,42519
12/6/2018 02H,45381
12/6/2018 01H,45914
12/6/2018 00H,44649
12/5/2018 23H,41085
12/5/2018 22H,35323
12/5/2018 21H,31237
12/5/2018 20H,30785
12/5/2018 19H,31942
12/5/2018 18H,33906
12/5/2018 17H,35865
12/5/2018 16H,39985
12/5/2018 15H,42103
12/5/2018 14H,41188
12/5/2018 13H,38724
12/5/2018 12H,34200
12/5/2018 11H,27051
12/5/2018 10H,23769
12/5/2018 09H,24261
12/5/2018 08H,24756
12/5/2018 07H,27370
12/5/2018 06H,31384
12/5/2018 05H,34750
12/5/2018 04H,38352
12/5/2018 03H,40478
12/5/2018 02H,43560
12/5/2018 01H,45134
12/5/2018 00H,44470
12/4/2018 23H,39840
12/4/2018 22H,35592
12/4/2018 21H,30601
12/4/2018 20H,30495
12/4/2018 19H,31236
12/4/2018 18H,33194
12/4/2018 17H,35764
12/4/2018 16H,38667
12/4/2018 15H,40484
12/4/2018 14H,38832
12/4/2018 13H,36823
12/4/2018 12H,31629
12/4/2018 11H,25124
12/4/2018 10H,23424
12/4/2018 09H,23607
12/4/2018 08H,24636
12/4/2018 07H,26229
12/4/2018 06H,30122
12/4/2018 05H,34538
12/4/2018 04H,39102
12/4/2018 03H,42624
12/4/2018 02H,46389
12/4/2018 01H,46540
12/4/2018 00H,44288
12/3/2018 23H,38690
12/3/2018 22H,33991
12/3/2018 21H,30356
12/3/2018 20H,29499
12/3/2018 19H,30591
12/3/2018 18H,31484
12/3/2018 17H,34040
12/3/2018 16H,36376
12/3/2018 15H,37424
12/3/2018 14H,33986
12/3/2018 13H,31779
12/3/2018 12H,26326
12/3/2018 11H,22126
12/3/2018 10H,20596
12/3/2018 09H,21021
12/3/2018 08H,21964
12/3/2018 07H,23970
12/3/2018 06H,27990
12/3/2018 05H,31655
12/3/2018 04H,35206
12/3/2018 03H,38038
12/3/2018 02H,40016
12/3/2018 01H,39605
12/3/2018 00H,37255
12/2/2018 23H,35260
12/2/2018 22H,31104
12/2/2018 21H,28224
12/2/2018 20H,28100
12/2/2018 19H,28630
12/2/2018 18H,28864
12/2/2018 17H,29248
12/2/2018 16H,29702
12/2/2018 15H,29085
12/2/2018 14H,25697
12/2/2018 13H,23360
12/2/2018 12H,20718
12/2/2018 11H,19968
12/2/2018 10H,20107
12/2/2018 09H,20715
12/2/2018 08H,22097
12/2/2018 07H,24169
12/2/2018 06H,27733
12/2/2018 05H,30773
12/2/2018 04H,33845
12/2/2018 03H,37260
12/2/2018 02H,38458
12/2/2018 01H,38203
12/2/2018 00H,36827
12/1/2018 23H,35925
12/1/2018 22H,33380
12/1/2018 21H,29688
12/1/2018 20H,30160
12/1/2018 19H,30539
12/1/2018 18H,30834
12/1/2018 17H,30726
12/1/2018 16H,30776
12/1/2018 15H,30751
12/1/2018 14H,28184
12/1/2018 13H,25685
12/1/2018 12H,22434
12/1/2018 11H,20703
12/1/2018 10H,20940
12/1/2018 09H,21630
12/1/2018 08H,22430
12/1/2018 07H,24605
12/1/2018 06H,28598
12/1/2018 05H,31778
12/1/2018 04H,33889
12/1/2018 03H,36264
12/1/2018 02H,37847
12/1/2018 01H,37295
